id,severity,severity_original,domain,component,title,mock_status,live_status,verdict,confidence,root_cause,repro,status,finding_md,gap_matrix_ref
BUG-039,major,critical,publication-postiz,src/lib/social-publishing/admin-service.ts:566-612 resolveDefaultAccount,"resolveDefaultAccount: en live, choix implicite du PREMIER compte Postiz actif (risque de publier sur le mauvais compte client)",n/a,untested,adjusted,medium,Fallback 'premier compte actif' sans pin obligatoire ni sélection explicite imposée côté UI; SOCIAL_PUBLISHING_DEFAULT_ACCOUNT_ID non configuré.,"En live, publier depuis l'UI /create sans sélecteur de compte => accountId undefined => resolveDefaultAccount renvoie le 1er Postiz actif, potentiellement pas celui voulu.",open,findings/BUG-039-resolvedefaultaccount-en-live-choix-implicite-du.md,BUG-039
BUG-040,major,major,publication-postiz,src/app/api/admin/content-studio/posts/[id]/postiz-draft/route.ts + service.createDraftInPostiz:625,"Route legacy /postiz-draft (createDraftInPostiz) appelle DIRECTEMENT l'API Postiz réelle, hors du garde-fou dry_run/live",n/a,untested,confirmed,high,Pipeline legacy content_postiz_delivery non encore supprimé; il précède l'abstraction adapter et ne connaît pas le mode dry_run.,POST /api/admin/content-studio/posts/<id>/postiz-draft avec {integrationId:'<vrai id Postiz>'} en staging => crée un draft sur l'instance Postiz réelle malgré dry_run. (NON exécuté ici par sécurité.),open,findings/BUG-040-route-legacy-postiz-draft-createdraftinpostiz-ap.md,BUG-040
BUG-041,major,critical,test-mock-infrastructure,"src/lib/content-studio/**.test.ts, src/lib/ai-engine/**.test.ts, src/lib/social-publishing/**.test.ts",0 test sur 95 n'assert un effet backend réel ; 58 mockent fetch — les doublures ne reflètent pas l'API live,works,broken,adjusted,high,"Absence de couche de validation de contrat (contract tests / MSW handlers calqués sur l'OpenAPI réel) et absence de tout test d'intégration réseau. Les commentaires du code l'admettent (video-generation.ts:153-155 'TODO(higgsfield): l'API réelle utilise /v1/image2video/<model>... à réécrire'). Les tests ont été écrits AUTOUR du code faux, pas autour de la spec fournisseur.",Lire les mocks fetch dans video-generation.test.ts/image-generation.test.ts ; comparer les chemins (/videos/generate) à l'API réelle platform.higgsfield.ai (/v1/image2video/<model> async). Constater l'absence de contract test.,open,findings/BUG-041-0-test-sur-95-n-assert-un-effet-backend-r-el-58-.md,BUG-041
BUG-042,major,blocker,test-mock-infrastructure,"e2e/content-studio-social-publishing-draft.spec.ts (lignes 207, 227)",E2E draft Postiz interroge la table 'audit_event' (singulier) inexistante — test impossible à passer,broken,untested,adjusted,high,"Nom de table erroné codé en dur dans le spec (singulier vs pluriel), jamais vérifié contre le schéma Drizzle réel. Indique que ces E2E DB ne tournent pas en CI standard (sinon rouge permanent).","psql $DATABASE_URL -c ""select to_regclass('audit_event'), to_regclass('audit_events');"" → singulier NULL. Lancer le spec → erreur l.227.",open,findings/BUG-042-e2e-draft-postiz-interroge-la-table-audit-event-.md,BUG-042
BUG-043,major,major,test-mock-infrastructure,src/app/api/admin/content-studio/models/route.ts + src/lib/ai-engine/services/model-discovery.ts (cache) + api-key-manager.ts,"Le picker de modèles propose des modèles 'live' (gpt-image-1) servis depuis un cache mémoire périmé, sans clé réelle",n/a,broken,adjusted,high,"(1) Cache discovery in-process sans invalidation au changement de clé, et le label UI ne distingue pas 'cache' de 'live confirmé'. (2) whisper-1 (STT) classé role=chat (route renvoie whisper-1 en role=chat). (3) Source de clé divergente entre discovery (resolveApiKey DB/env) et génération (env brut).","curl -s -H ""Cookie: $COOKIE"" 'http://127.0.0.1:8012/api/admin/content-studio/models?role=image&format=post' | jq '.models[].source, .discovery' → 'live' + {""openai"":""cache""}.",open,findings/BUG-043-le-picker-de-mod-les-propose-des-mod-les-live-gp.md,BUG-043
BUG-045,major,major,test-mock-infrastructure,src/lib/social-publishing/adapters/dry-run.ts + src/test/fixtures/social-publishing/index.ts,Mock dry-run et fixtures Postiz divergent de l'API Postiz réelle (formats/permalinks fictifs),works,untested,confirmed,high,"Pas de contract test Postiz ; fixtures inventées. La sécurité interdit (à raison) de publier en live, mais aucune doublure fidèle (MSW calqué sur l'OpenAPI Postiz) ne comble le vide.",Lire dry-run.ts publish() + fixtures postiz* ; chercher un test confrontant DryRun et Postiz adapters → inexistant.,open,findings/BUG-045-mock-dry-run-et-fixtures-postiz-divergent-de-l-a.md,BUG-045
BUG-046,major,major,test-mock-infrastructure,apps/web/vitest.setup.ts + src/test/msw/* (handlers ad-hoc),"MSW présent mais non câblé en harnais global de parité ; vitest.setup mocke trop largement (next/navigation, fonts)",partial,n/a,adjusted,high,Architecture de test sans serveur MSW central ni politique 'tout réseau passe par MSW' ; mocks globaux dans setup choisis pour faire passer les tests RTL plutôt que pour la fidélité. Coverage volontairement scopé (commentaire vitest.config.ts:19-31).,"grep -n msw vitest.setup.ts → vide ; lister src/test/msw/*.ts → handlers par feature, non montés globalement.",open,findings/BUG-046-msw-pr-sent-mais-non-c-bl-en-harnais-global-de-p.md,BUG-046
BUG-047,major,major,test-mock-infrastructure,src/lib/ai-engine/nodes/* (16 nœuds) vs src/lib/content-studio/* + bridge/content-studio-bridge.ts,Ponts (A) AI-Engine LangGraph et (B) create-flow : la couverture porte sur (A) tandis que l'opérateur n'utilise que (B) — voix-off/musique/sous-titres jamais atteints,partial,untested,confirmed,high,Deux systèmes parallèles ; les tests unitaires de (A) passent en isolation (mocks de nœuds) mais aucun test ne prouve que (B) route vers (A) via le bridge pour ces étapes. Pas de test E2E couvrant compose/voiceover depuis l'UI create.,Suivre les appels réseau des E2E create (golden-path) : aucun n'appelle /api/admin/ai-engine/* ni n'atteint voiceover/music/compose. Lire bridge et chercher un E2E qui l'exerce → absent.,open,findings/BUG-047-ponts-a-ai-engine-langgraph-et-b-create-flow-la-.md,BUG-047
BUG-048,major,major,voix-off,"src/lib/content-studio/* , src/components/admin/content-studio-v2/create/* , src/app/api/admin/content-studio/drafts/[id]/generate-visual/route.ts",Le flux opérateur réel (/admin/content-studio-v2/create) n'a AUCUN lien avec voix-off/musique/sous-titres,n/a,n/a,confirmed,high,"Le pont est unidirectionnel et déclenché par l'AI-Engine, pas par le create flow; le create flow fait sa propre génération texte (generation.ts, OpenAI/fallback) sans média audio.",1. Auditer imports de src/lib/content-studio (grep ai-engine) => vide. 2. Auditer composants create (grep voiceover) => vide. 3. Confirmer que seul /ai-engine/create appelle /api/admin/ai-engine/generate.,open,findings/BUG-048-le-flux-op-rateur-r-el-admin-content-studio-v2-c.md,BUG-048
BUG-049,major,major,voix-off,"src/lib/ai-engine/config/engine-config.ts, .env, src/lib/ai-engine/nodes/generate-voiceover.ts","Aucun provider TTS réel utilisable: provider=mock, ElevenLabs non configuré, OpenAI non sélectionné comme TTS — voix-off LIVE non fonctionnelle",n/a,broken,confirmed,high,Config staging volontairement en mock + clé ElevenLabs non fournie. La sélection TTS exige provider 'openai' ET clé openai pour appeler OpenAI; condition non remplie car provider='mock'.,1. GET /api/admin/ai-engine/config/providers -> ElevenLabs configured:false. 2. cat /proc/<pid>/environ | grep TTS -> mock. 3. Code: seule la branche else (silent mock) est atteinte.,open,findings/BUG-049-aucun-provider-tts-r-el-utilisable-provider-mock.md,BUG-049
BUG-050,major,major,voix-off,src/lib/ai-engine/nodes/generate-music.ts,Musique: aucun provider réel — node 100% mock (silence). Aucune génération musicale n'existe,broken,n/a,confirmed,high,Fonctionnalité non implémentée au-delà d'un stub silencieux; pas de provider audio musical câblé dans la config (EngineConfig n'a pas de providers.music).,1. Lire generate-music.ts: aucun fetch provider. 2. POST MOCK reel: aucun fichier music-* créé.,open,findings/BUG-050-musique-aucun-provider-r-el-node-100-mock-silenc.md,BUG-050
BUG-051,minor,minor,copywriting,src/lib/content-studio/service.ts:153 assertTransition + ideas/[id]/generate/route.ts,Re-générer une idée déjà 'generated' renvoie HTTP 500 internal_error opaque,broken,broken,adjusted,high,"generateIdeaDrafts:153 `assertTransition(idea.status, 'generated')` lève une erreur générique pour la transition generated->generated; le handler ne la reconnaît pas comme HttpError.",1) Générer une idée (status->generated). 2) Re-POST /ideas/<id>/generate. 3) Observer HTTP 500.,open,,BUG-051
BUG-052,minor,minor,copywriting,parse-brief.ts:8 (enum AI-Engine) vs types.ts CONTENT_OBJECTIVES; generation.ts:149/156/204 (label/proof/cta),Taxonomies d'objectifs/piliers incompatibles entre les deux systèmes; bug de français dans le fallback déterministe,partial,broken,confirmed,high,"Deux taxonomies définies indépendamment; le bridge ne mappe que A->B. label() (generation.ts:204) ne fait qu'un replace de tirets, sans table de libellés humains.",Comparer les enums des deux fichiers; générer une idée pillar autre que 'produit' et objective autre que 'conversion' pour observer le texte générique et le label brut.,open,,BUG-052
BUG-053,minor,minor,create-ui-flow,generate-visual mock path + MediaStudio adaptation (json.media.previewUrl ?? originalUrl),Media IA mock: originalUrl=null et previewUrl pointe sur un thumbnail AVIF (pas l'image pleine resolution),partial,untested,confirmed,high,Service mock genere uniquement les derivees optimisees (avif sm); originalUrl reste null. MediaStudio.tsx:127 previewUrl = thumbUrl ?? originalUrl ?? '' privilegie le thumbnail.,"1. /create mock, generer un visuel image. 2. L'apercu et le dialog de publication montrent une vignette AVIF sm (1.7KB) plutot qu'une image pleine def.",open,,BUG-053
BUG-054,minor,minor,create-ui-flow,ApproveButton.tsx + errors/messages.ts formatError + service.ts approve,formatError ecrase le message serveur utile par un libelle generique (approve sans media => 'Etat de draft invalide'),works,works,adjusted,high,"errors/messages.ts:39-41 retourne le mapped AVANT de considerer e.message. Le serveur (service.ts) utilise invalid_state pour l'absence de media, pas no_media_attached.","1. /create, selectionner un draft needs_review sans media. 2. Cliquer 'Valider et préparer la publication' (si pre-conditions UI contournees) -> toast 'Validation : État de draft invalide pour cette action.' au lieu du message serveur precis.",open,,BUG-054
BUG-055,minor,minor,create-ui-flow,MediaStudio.tsx (label bouton ligne 240) + e2e/content-studio-v2/create-mock-video.spec.ts:28,E2E create-mock-video echoue: le test clique 'Générer un visuel IA' mais le bouton dit 'Générer une vidéo IA' en mode video,works,n/a,confirmed,high,MediaStudio.tsx:240 {kind === 'video' ? 'Générer une vidéo IA' : 'Générer un visuel IA'}; le test cible un seul libelle.,1. pnpm playwright test create-mock-video.spec.ts. 2. Test 'reel format ... playable MP4' timeout a la ligne 28.,open,,BUG-055
BUG-056,minor,minor,generation-image,src/lib/content-studio/image-generation.ts (routing step 1) + service.ts insertGenerationRun,Mode mock ignore le modele selectionne — perte de tracabilite dans generation_run,works,n/a,confirmed,high,Routing par MODE prioritaire sur MODELE (image-generation.ts:61). Le mock n'embarque pas le modele 'intentionnel' dans usage/model.,POST generate-visual mode=mock avec model=gpt-image-1-mini -> GET generation-runs -> model='mock-low-cost-image'.,open,,BUG-056
BUG-057,minor,minor,generation-image,registry.ts pricing.perCall vs service.ts visualCostEstimate vs image-generation.ts estimateOpenAiImageCostCents,Estimation cout image incoherente entre couches (registry / service / image-generation),partial,untested,confirmed,high,"Trois constantes de pricing non centralisees, unites incoherentes (cents vs cents/appel) entre registry et image-generation.",Comparer registry perCall (5.5 pour flux-pro) vs HIGGSFIELD_IMAGE_PRICING_CENTS (550) vs visualCostEstimate (2/4/8). Incoherence d'unite et de valeur.,open,,BUG-057
BUG-058,minor,minor,montage-composition,src/lib/ai-engine/nodes/transcode-export.ts,transcode-export ne respecte ni codec plateforme ni maxFileSizeMb (limite jamais appliquée),partial,untested,confirmed,high,"Validation de spec implémentée à moitié : lookup présent, enforcement absent.",1. Composer une vidéo > maxFileSizeMb pour le format. 2. transcodeExportNode l'exporte sans vérifier la taille. 3. exports[...] livré tel quel.,open,,BUG-058
BUG-059,minor,minor,montage-composition,src/lib/ai-engine/nodes/compose.ts,composeVideo utilise -c:v copy en muxant l'audio : risque de container/codec incompatible,untested,untested,confirmed,medium,"Optimisation -c:v copy sans garantie sur le codec d'entrée (les vidéos viennent de generate-video, codec non normalisé en amont).","1. Fournir une vidéo source non-H.264 + voiceover. 2. composeVideo lance ffmpeg -c:v copy. 3. Selon le codec, sortie corrompue/échec.",open,,BUG-059
BUG-060,minor,minor,montage-composition,"src/app/api/admin/content-studio-v2/media/upload-and-crop/route.ts, upload-and-trim/route.ts",upload-and-crop/trim: corps non-multipart → 500 internal_error au lieu de 400,partial,partial,confirmed,high,request.formData() appelé hors try-catch dédié ; l'erreur de parsing n'est pas convertie en HttpError invalid_input.,"COOKIE=...; curl -s -X POST -H ""Cookie: $COOKIE"" http://127.0.0.1:8012/api/admin/content-studio-v2/media/upload-and-crop → 500 internal_error.",open,,BUG-060
BUG-061,minor,minor,montage-composition,"src/lib/content-studio-v2/media/upload-image.ts, src/components/admin/content-studio-v2/media/ImageCropper.tsx",Recadrage avec rotation: ordre rotate→extract et système de coordonnées react-easy-crop non vérifié,untested,untested,adjusted,high,Désalignement entre le modèle de coordonnées de react-easy-crop (espace affiché) et l'ordre/canevas de sharp (rotate agrandit le canevas avant extract).,"1. Importer une image, tourner de 90° puis recadrer une sous-zone. 2. Confirmer. 3. Comparer le rendu serveur (preview.webp) à la sélection affichée → décalage attendu pour angles arbitraires.",open,,BUG-061
BUG-062,minor,minor,montage-composition,"src/lib/content-studio-v2/media/upload-image.ts, upload-video.ts vs src/lib/ai-engine/nodes/compose.ts, transcode-export.ts",Incohérence de chemin de stockage: upload v2 (storage adapter) vs compose/transcode (chemin codé en dur),works,untested,confirmed,high,compose/transcode n'utilisent pas getStorage() (l'abstraction de stockage) mais fs + chemin relatif codé en dur.,1. Passer MEDIA_STORAGE_DRIVER=vercelBlob. 2. Exécuter compose. 3. Le fichier reste écrit en local ; l'URL /_media/ai-engine/... ne sera servie que si driver=local (media-files/route.ts:75 garde driver local).,open,,BUG-062
BUG-063,minor,major,publication-postiz,src/lib/social-publishing/admin-service.ts (upsertSocialAccount / listAdminSocialAccounts) + adapters CAPABILITIES + GET /api/admin/social/accounts,"Capabilities sociales persistées en base sont STALE (supportsDraft absent, dry_run instagram sans reel/story) — désync UI/serveur",partial,partial,adjusted,high,upsertSocialAccount fige les capabilities au moment de la sync; pas de migration/re-sync quand le tableau CAPABILITIES du code évolue. listAdminSocialAccounts retourne les comptes persistés sans recalcul des capabilities.,1) GET /api/admin/social/accounts et inspecter capabilities[].supportsDraft => absent. 2) Comparer au code adapter qui le déclare true. 3) Toute UI lisant le persisté affiche un état faux.,open,,BUG-063
BUG-064,minor,minor,publication-postiz,e2e/content-studio-social-publishing-draft.spec.ts (cleanupSeed L227) + base de test,"Échec E2E 'social-publishing-draft:25' est un faux positif: crash de TEARDOWN (table audit_event absente), pas un bug produit",works,n/a,confirmed,high,"La base de données de test/staging utilisée par le spec n'a pas la table audit_event (schéma de migration incomplet pour l'env de test), donc le cleanup transactionnel échoue et fait remonter une erreur après un corps de test probablement vert.",1) pnpm playwright test content-studio-social-publishing-draft.spec.ts. 2) Observer l'échec à L227 (audit_event manquant) et non aux assertions L53-56.,open,,BUG-064
BUG-065,minor,minor,publication-postiz,src/lib/social-publishing/admin-service.ts:614-639 buildSocialContent,buildSocialContent force metadata.dryRun=true même en mode live (label trompeur dans la payload),partial,partial,confirmed,high,"Constante codée en dur, héritée du design dry_run-first, jamais paramétrée selon le mode résolu.",Inspecter social_publish_job.content.metadata après une publication: dryRun=true même si le job avait visé un compte Postiz live.,open,,BUG-065
BUG-066,minor,minor,voix-off,src/lib/ai-engine/nodes/generate-subtitles.ts,"Sous-titres: fonctionnel (JS pur) mais output jamais exposé, et SRT tronqué à 120 caractères sans wrapping multi-lignes",partial,partial,confirmed,high,(1) DTO de sortie incomplet (voix-off-2). (2) Pas de synchronisation sur la durée réelle de la voix-off (le voiceover étant lui-même vide). (3) Pas d'algorithme de wrapping.,1. POST MOCK reel valide. 2. Récupérer le dernier subtitles-*.srt dans .media-storage. 3. Confirmer SRT valide ET absence de la clé subtitles dans la réponse API.,open,,BUG-066
BUG-067,info,info,generation-video,src/app/api/admin/content-studio/drafts/[id]/generate-visual/route.ts + service.ts::generateVideoForDraft + video-generation.ts::generateMockStudioVideo + VideoPlayer.tsx,MOCK opérateur vidéo: works (vérifié) — POST generate-visual kind=video renvoie un MP4 jouable et servi,works,n/a,confirmed,high,Chemin mock entièrement statique et déterministe — c'est le seul chemin vidéo fonctionnel aujourd'hui.,"POST /api/admin/content-studio/drafts/<reelDraft>/generate-visual avec cookie cs_generation_mode=mock body {kind:'video',model:'mock-video-1.0',...} → 200 + previewUrl MP4 servi 200.",open,,BUG-067
BUG-068,info,info,montage-composition,"src/lib/content-studio-v2/media/upload-video.ts vs src/lib/ai-engine/nodes/compose.ts, transcode-export.ts",upload-and-trim utilise ffmpeg système (PATH) tandis que compose/transcode utilisent ffmpeg-static — incohérence de binaire,works,works,confirmed,high,upload-video.ts n'a pas été aligné sur ffmpeg-static comme les noeuds AI-Engine.,"1. Désinstaller ffmpeg système, ne pas définir FFMPEG_PATH. 2. POST /upload-and-trim → ENOENT 'ffmpeg'. 3. compose (ffmpeg-static) continue de fonctionner.",open,,BUG-068
BUG-069,info,info,publication-postiz,src/lib/social-publishing/admin-service.ts:48-60 (adapters map) + contracts.ts SOCIAL_PROVIDER_IDS,meta_graph déclaré comme provider mais adapter = null (throw invalid_state si jamais sélectionné),n/a,n/a,confirmed,high,"Provider réservé pour une intégration Meta Graph future, non implémenté, laissé à null.",Épingler SOCIAL_PUBLISHING_DEFAULT_ACCOUNT_ID sur un (hypothétique) compte meta_graph => publish throw invalid_state.,open,,BUG-069
