component_slug,field_key,locale,value,status,notes
kit-hero,savings,fr,Économie {savings} MAD,draft,icu
kit-ingredients,section__description,fr,"Tout est dit : noms d’usage, INCI, fonction, origine, concentration. Pas d’angle mort, pas de promesse cachée derrière une formule.",draft,
kit-ingredients,section__kicker,fr,Le détail,draft,
kit-ingredients,section__title,fr,La composition lue ligne par ligne.,draft,
kit-metadata,description_fallback,fr,"Pack FemiGlow — coffret de manucure japonaise en deux gestes. Paste verte sauge, powder rose poudré et polissoir Step 4 Polish & Shine. Pensé à Rabat par notre équipe. Sans vernis, sans abrasion. Livraison offerte au Maroc.",draft,
kit-metadata,og_alt,fr,"Le pack FemiGlow — paste, powder, polissoir Step 4",draft,
kit-metadata,title_fallback,fr,Le pack FemiGlow — manucure japonaise,draft,
kit-pack-visual,label_avis_clientes,fr,Avis clientes,draft,"drift voix: ""clientes"" vs ""initiées"" — voir review-notes 5.2"
kit-pack-visual,label_promesses,fr,Promesses produit,draft,
kit-pivot-final,body,fr,"Le rituel commence quand vous le décidez. Cinq minutes le soir, une saison, et la plaque retrouve sa cadence.",draft,
kit-pivot-final,cta_secondary,fr,Lire encore,draft,
kit-pivot-final,kicker,fr,Le geste,draft,
kit-pivot-final,title,fr,Posez le geste.,draft,
kit-product,description,fr,"Le pack FemiGlow réunit deux pots — une paste lissante et une powder lustrante — et un polissoir Step 4 Polish & Shine. Une manucure japonaise, formulée à Rabat par notre équipe. Sans vernis. Sans abrasion. Cinq minutes par jour suffisent.",draft,
kit-product,image_alt_primary,fr,"Pack FemiGlow ouvert sur fond pastel — pot paste vert sauge, pot powder rose poudré, polissoir Step 4 bleu ciel, vague rose poudré, typographie FemiGlow",draft,
kit-product,image_alt_secondary,fr,"Mains aux ongles nus, courts à moyens, naturellement brillants après le rituel paste-powder-polish",draft,
kit-product,name,fr,Pack FemiGlow,draft,drift: Pack vs Kit — voir review-notes 1.3
kit-product,pack_image_alt,fr,"Kit FemiGlow — paste, powder et polissoir Step 4, posés sur fond crème",draft,
kit-product,shipping_estimate,fr,Rabat : 24 h. Maroc : 48 à 72 h. Livraison offerte.,draft,
kit-product,tagline,fr,"Manucure japonaise. Deux gestes, un polissoir, un éclat.",draft,
kit-product-feed,claims__agressif__detail,fr,"Ni acétone, ni phtalates, ni toluene — la plaque respire.",draft,
kit-product-feed,claims__agressif__label,fr,Sans produits chimiques agressifs,draft,
kit-product-feed,claims__eclatants__detail,fr,Kératine renforcée brillance lustrée au polissoir Step 4.,draft,
kit-product-feed,claims__eclatants__label,fr,Pour des ongles forts et éclatants,draft,
kit-product-feed,claims__naturel__detail,fr,"Cire d’abeille, jojoba, kaolin, poudre de riz — manucure japonaise.",draft,
kit-product-feed,claims__naturel__label,fr,Ingrédients d’origine naturelle,draft,
kit-product-feed,compare_at_aria,fr,Prix non packagé {price},draft,icu
kit-product-feed,hero__cta_label,fr,Commander le rituel,draft,
kit-product-feed,hero__cta_microcopy,fr,Paste · Powder · Polissoir Step 4 inclus · Livraison offerte au Maroc · Paiement à la livraison · Retour 30 j.,draft,
kit-product-feed,hero__kicker,fr,Le pack,draft,
kit-product-feed,hero__lead,fr,"Trois objets dans la main, deux gestes dans la soirée. La paste filme, la powder lustre, le polissoir Step 4 révèle — manucure japonaise, pensée à Rabat.",draft,
kit-product-feed,hero__price_prefix,fr,Tout compris :,draft,
kit-product-feed,hero__title,fr,Le rituel s’installe en deux gestes et un polissoir.,draft,
kit-product-feed,social_proof__count_label_geo,fr,{count} maisons en France,draft,icu; drift: maisons en France — voir review-notes 1.1
kit-product-feed,social_proof__fallback_author,fr,"Lina, Rabat",draft,
kit-product-feed,social_proof__fallback_quote,fr,"Cinq minutes le soir, c’est devenu un signal de fin de journée.",draft,
kit-product-feed,steps__header__kicker,fr,En tout,draft,
kit-product-feed,steps__header__lead,fr,"Quatre gestes lents, une fois par semaine.",draft,drift: Quatre gestes hebdo — voir review-notes 1.2 & 1.7
kit-product-feed,steps__header__total_duration,fr,5 minutes le soir,draft,drift: 5 min vs hebdo — voir review-notes 1.7
kit-product-feed,steps__paste__description,fr,"Une noisette de paste vert sauge, le polissoir glisse, la cire entre dans la kératine.",draft,
kit-product-feed,steps__paste__duration,fr,1 min,draft,
kit-product-feed,steps__paste__kicker,fr,Geste 1,draft,
kit-product-feed,steps__paste__title,fr,Appliquez la paste,draft,
kit-product-feed,steps__post_cta__label,fr,Démarrer le rituel,draft,
kit-product-feed,steps__powder__description,fr,"On dépose la powder rose poudré, on lustre lentement, la lumière revient à la surface.",draft,
kit-product-feed,steps__powder__duration,fr,2 min,draft,
kit-product-feed,steps__powder__kicker,fr,Geste 2,draft,
kit-product-feed,steps__powder__title,fr,Appliquez la powder,draft,
kit-product-feed,steps__preparation__description,fr,"On nettoie, on sèche, on lime légèrement — la plaque s’ouvre au soin.",draft,
kit-product-feed,steps__preparation__duration,fr,30 s,draft,
kit-product-feed,steps__preparation__kicker,fr,Préparation,draft,
kit-product-feed,steps__preparation__title,fr,Préparez vos ongles,draft,
kit-product-feed,steps__step4__badge_result,fr,Résultat,draft,
kit-product-feed,steps__step4__description,fr,"On finit au polissoir bleu ciel — l’ongle devient miroir, sans vernis, sans abrasion.",draft,
kit-product-feed,steps__step4__duration,fr,1 min,draft,
kit-product-feed,steps__step4__kicker,fr,Polissoir Step 4,draft,
kit-product-feed,steps__step4__title,fr,Polish & Shine,draft,
kit-product-feed,value__livraison,fr,Livraison au Maroc,draft,
kit-product-feed,value__notice,fr,Notice rituel + carte,draft,
kit-product-feed,value__notice_offert,fr,offert,draft,
kit-product-feed,value__paste,fr,1 Paste · 30 ml,draft,
kit-product-feed,value__polissoir,fr,Polissoir 4 zones,draft,
kit-product-feed,value__powder,fr,2 Powder · 30 g,draft,
kit-reassurances,payment__detail,fr,Vérifiez avant de payer,draft,
kit-reassurances,payment__label,fr,Paiement à la livraison,draft,
kit-reassurances,return__detail,fr,Même entamé,draft,
kit-reassurances,return__label,fr,Retour 30 jours,draft,
kit-reassurances,shipping__detail,fr,Rabat 24 h — Maroc 48 à 72 h,draft,
kit-reassurances,shipping__label,fr,Livraison offerte,draft,
maison-atelier,adresse,fr,25 bis avenue Patrice Lumumba,draft,
maison-atelier,description_1,fr,"L’atelier tient dans deux pièces calmes : un plan de travail clair, une bibliothèque d’ouvrages techniques et de carnets, des échantillons de matières rangés par saison.",draft,
maison-atelier,description_2,fr,"On y formule en petites séries. On y reçoit notre fondatrice sur rendez-vous, le mardi et le jeudi, pour les formations et les consultations.",draft,
maison-atelier,gallery_label,fr,Voir la photo : {alt},draft,icu
maison-atelier,quartier,fr,Rabat,draft,
maison-atelier,section__kicker,fr,L’atelier,draft,
maison-atelier,section__title,fr,"Rabat, deux pièces calmes.",draft,
maison-crosslinks,journal__kicker,fr,Le journal,draft,
maison-crosslinks,journal__titre,fr,Le journal,draft,
maison-crosslinks,kit__kicker,fr,Le pack,draft,
maison-crosslinks,kit__titre,fr,Voir le pack,draft,
maison-crosslinks,rituel__kicker,fr,Le rituel,draft,
maison-crosslinks,rituel__titre,fr,Lire le rituel,draft,
maison-engagements,halal__description,fr,Chaque matière est tracée. Notre fabricant est audité par le Halal Cosmetics Council. Le label figure sur chaque pot et sur le polissoir.,draft,
maison-engagements,halal__titre,fr,Certification halal,draft,
maison-engagements,local__description,fr,"Conditionné, étiqueté, expédié depuis Rabat. Quand c’est possible, on garde la chaîne courte.",draft,
maison-engagements,local__titre,fr,Local,draft,
maison-engagements,rituel__description,fr,"Tout est calibré pour cinq minutes le soir. Plus court, c’est de la cosmétique. Plus long, c’est une corvée.",draft,
maison-engagements,rituel__titre,fr,Rituel lent,draft,
maison-engagements,section__kicker,fr,Les six engagements,draft,
maison-engagements,section__title,fr,Six lignes qui ne bougent pas.,draft,
maison-engagements,sourcing__description,fr,Chaque matière est tracée jusqu’à son atelier d’origine. Aucun intermédiaire anonyme.,draft,
maison-engagements,sourcing__titre,fr,Sourcing direct,draft,
maison-engagements,transmission__description,fr,"Notre équipe forme régulièrement des esthéticiennes et des formulatrices à la manucure japonaise, dans l’atelier de Rabat.",draft,
maison-engagements,transmission__titre,fr,Transmission,draft,
maison-engagements,vernis__description,fr,"Pas de résine plastique, pas de solvant fort. Le soin se voit à l’ongle, pas dans l’air.",draft,
maison-engagements,vernis__titre,fr,Sans vernis,draft,
maison-fondatrice,kicker,fr,La fondatrice,draft,
maison-fondatrice,paragraph_1,fr,"Notre fondatrice tient un master en biologie. Elle a suivi plusieurs formations spécialisées en fabrication de produits cosmétiques. Avant FemiGlow, elle a édité plusieurs marques de soins naturels — et chacune lui a appris quelque chose sur le geste, la matière, la traçabilité.",draft,
maison-fondatrice,paragraph_2,fr,"Elle anime aujourd’hui des formations dans l’atelier de Rabat, ouvertes aux jeunes formulatrices marocaines. FemiGlow est sa maison la plus lente.",draft,
maison-fondatrice,titre,fr,"Notre fondatrice, biologiste et formulatrice.",draft,
maison-hero,cta_label,fr,Découvrir l’atelier →,draft,
maison-hero,kicker,fr,La maison,draft,
maison-hero,subtitle,fr,"Une maison de soin pour les ongles, éditée à Rabat. Lente, attentive, située au 25 bis avenue Patrice Lumumba.",draft,
maison-hero,title,fr,La maison d’éclat.,draft,
maison-matieres,cire__nom,fr,Cire d’abeille,draft,
maison-matieres,cire__origine,fr,"Récoltée dans le Souss, en partenariat avec une coopérative familiale.",draft,
maison-matieres,cire__pourquoi,fr,Adoucit le sertissage de l’ongle et tient la paste sans la rigidifier.,draft,
maison-matieres,jojoba__nom,fr,Huile de jojoba,draft,
maison-matieres,jojoba__origine,fr,"Pressée à froid dans le Souss-Massa, filière marocaine.",draft,
maison-matieres,jojoba__pourquoi,fr,Cire liquide qui imite le sébum cutané — nourrit sans graisser.,draft,
maison-matieres,kaolin__nom,fr,Kaolin polissant,draft,
maison-matieres,kaolin__origine,fr,"Argile minière marocaine, carrière de Marrakech.",draft,
maison-matieres,kaolin__pourquoi,fr,Polit l’ongle sans l’assécher — c’est lui qui anime le polissoir Step 4.,draft,
maison-matieres,riz__nom,fr,Poudre de riz,draft,
maison-matieres,riz__origine,fr,"Cultures biologiques d’Asie, filière tracée.",draft,
maison-matieres,riz__pourquoi,fr,Absorbant doux — c’est elle qui donne à la powder sa finition mate juste avant la brillance.,draft,
maison-matieres,section__kicker,fr,Les matières,draft,
maison-matieres,section__title,fr,"Quatre matières, choisies une à une.",draft,
maison-metadata,description,fr,"FemiGlow, maison de soin pour les ongles éditée à Rabat par notre fondatrice, biologiste et formulatrice. L’origine, l’atelier au 25 bis avenue Patrice Lumumba, les matières, les engagements halal et locaux.",draft,
maison-metadata,og_alt,fr,FemiGlow — La maison,draft,
maison-metadata,og_description,fr,"Maison de soin pour les ongles, éditée à Rabat. Manucure japonaise halal.",draft,
maison-metadata,og_title,fr,La maison FemiGlow — Rabat,draft,
maison-metadata,title,fr,La maison — Rabat,draft,
maison-origine,kicker,fr,L’origine,draft,
maison-origine,paragraph_1,fr,"FemiGlow est né d’un constat simple : les ongles tiennent quand on leur prête le temps qu’ils demandent. Pas plus, pas moins. Cinq minutes le soir, deux gestes mesurés et un polissoir.",draft,
maison-origine,paragraph_2,fr,"L’idée a pris forme à Rabat, dans un atelier de l’avenue Patrice Lumumba où la lumière tombe juste avant 18 heures. Trois métiers se sont assis autour d’une table : la formulation, la matière, l’écriture. Une seule conviction — la beauté lente est une attention, jamais une performance.",draft,
maison-origine,paragraph_3,fr,"Notre fondatrice est biologiste. Elle a suivi plusieurs formations en fabrication cosmétique avant d’éditer ses premières marques de soins naturels. Aujourd’hui, elle anime des formations dans le même atelier où FemiGlow est conçu. Le rituel n’est pas une découverte — c’est une transmission.",draft,
maison-origine,titre,fr,Une attention partie d’un constat simple.,draft,
rituel-hero,image_alt,fr,"Mains au repos sur un drap de lin clair, lumière oblique de fin de matinée",draft,
rituel-hero,kicker,fr,Le rituel,draft,
rituel-hero,subtitle,fr,"Une méthode lente, racontée à Rabat.",draft,
rituel-hero,title,fr,Manucure japonaise. Deux gestes. Un éclat lent.,draft,
rituel-howto,description,fr,"Deux gestes et un polissoir en cinq minutes pour le soin lent des ongles, expliqués pas à pas — manucure japonaise halal.",draft,
rituel-howto,name,fr,Le rituel FemiGlow,draft,
rituel-interview,introduction,fr,"notre fondatrice a posé son atelier au 25 bis avenue Patrice Lumumba, à Rabat. Elle y formule, et elle y enseigne — d’autres marques de cosmétiques naturels passent par ses mains. Nous lui avons demandé comment le rituel s’enseigne.",draft,
rituel-interview,nom_interviewee,fr,Notre fondatrice,draft,anonymisation: Notre fondatrice — voir review-notes 1.4
rituel-interview,q1__question,fr,Vous êtes biologiste de formation. Pourquoi avoir choisi le geste plutôt que le laboratoire ?,draft,
rituel-interview,q1__reponse,fr,Le laboratoire m’a appris l’INCI. Le geste m’a appris la patience. Les deux se complètent — et c’est ce que je transmets dans mes formations à Rabat.,draft,
rituel-interview,q2__question,fr,Pourquoi la manucure japonaise ?,draft,
rituel-interview,q2__reponse,fr,Parce qu’elle ne triche pas. Elle révèle au lieu de couvrir. Le vernis colore — le rituel polit.,draft,
rituel-interview,q3__question,fr,Qu’est-ce que le halal change dans une formulation ?,draft,
rituel-interview,q3__reponse,fr,"Tout. Origine des matières, traçabilité, absence d’alcool dénaturé, absence de gélatine animale. Ce n’est pas un argument marketing — c’est un référentiel de fabrication.",draft,
rituel-interview,q4__question,fr,"Cinq minutes par jour, c’est peu. Pourquoi pas plus ?",draft,
rituel-interview,q4__reponse,fr,"Parce que l’ongle pousse de 0,1 mm par jour. Cinq minutes suffisent à l’accompagner. Plus serait inutile. Moins serait infidèle.",draft,
rituel-interview,q5__question,fr,Que conseilleriez-vous à une initiée qui commence ?,draft,
rituel-interview,q5__reponse,fr,"Commencez par la paste. Pendant une semaine, rien d’autre. Vous verrez ce que vos ongles vous racontent. Le polissoir arrive ensuite.",draft,
rituel-interview,section__kicker,fr,Conversation,draft,
rituel-journal-cross,kicker,fr,Pour aller plus loin,draft,
rituel-journal-cross,title,fr,Trois lectures de la maison.,draft,
rituel-metadata,description,fr,"Origine japonaise, sciences du soin, interview de notre fondatrice à Rabat. Le rituel FemiGlow raconté sans précipitation.",draft,
rituel-metadata,og_description,fr,"Deux gestes, un polissoir, une méthode lente, racontée à Rabat.",draft,
rituel-metadata,og_title,fr,Le rituel FemiGlow,draft,
rituel-metadata,title,fr,"Le rituel — manucure japonaise halal, deux gestes",draft,
rituel-origine,kicker,fr,Origine,draft,
rituel-origine,paragraph_1,fr,"Au Japon, le soin de la main n’est pas un produit : c’est une attention quotidienne, lente, sans déclaration. La manucure japonaise — connue aussi sous les noms « kawaii » ou « chigiri » — remonte au début du XXᵉ siècle. Elle révèle la brillance naturelle de l’ongle par polissage, sans vernis.",draft,
rituel-origine,paragraph_2,fr,"Notre fondatrice a rapporté ce geste d’un voyage de formation. Elle l’a réinscrit dans un référentiel marocain : matières locales, certification halal, atelier au 25 bis avenue Patrice Lumumba, à Rabat.",draft,
rituel-origine,paragraph_3,fr,"Le résultat tient en cinq minutes par jour. Pas de promesse, pas de cure. Une habitude qui s’installe, comme on dépose une tasse sur une table en bois.",draft,
rituel-origine,titre,fr,"Une attention venue du Japon, transmise à Rabat.",draft,
rituel-pivot,cta_label,fr,Recevoir le pack — 199 dh,draft,
rituel-pivot,phrase,fr,Maintenant que vous savez. Recevoir le pack.,draft,
rituel-sciences,essai__cire__paragraphe,fr,Filme la plaque sans l’étouffer. Une étude clinique sur 12 semaines a observé une réduction des microfissures dorsales chez les sujets exposés au froid sec¹.,draft,
rituel-sciences,essai__cire__titre,fr,La cire d’abeille,draft,
rituel-sciences,essai__halal__paragraphe,fr,"Traçabilité des matières, absence d’alcool dénaturé, absence de dérivés animaux non conformes. Le label suit un audit du Halal Cosmetics Council³.",draft,
rituel-sciences,essai__halal__titre,fr,Le référentiel halal,draft,
rituel-sciences,essai__kaolin__paragraphe,fr,"Argile blanche douce. Quand l’ongle est lissé, le polissoir Step 4 ne grave pas — il révèle la brillance naturelle de la kératine².",draft,
rituel-sciences,essai__kaolin__titre,fr,Le kaolin polissant,draft,
rituel-sciences,section__kicker,fr,Sciences du soin,draft,
rituel-sciences,source_1,fr,Tanaka H. (2021). Beeswax-based barrier creams in cold-induced nail fragility. Journal of Cosmetic Dermatology 20(4).,draft,
rituel-sciences,source_2,fr,Benyahia L. (2019). Kaolin clay polishing in non-invasive nail care. Annales de Dermatologie et de Vénéréologie 146(8).,draft,
rituel-sciences,source_3,fr,Halal Cosmetics Council (2023). Standards for halal cosmetic ingredient sourcing and certification — public framework.,draft,
rituel-sciences,title,fr,"Trois matières, trois usages.",draft,
rituel-video,chapter__paste,fr,Paste,draft,
rituel-video,chapter__polissage,fr,Polissage,draft,
rituel-video,chapter__powder,fr,Powder,draft,
rituel-video,chapter__step4,fr,Step 4,draft,
rituel-video,duration_display,fr,90″,draft,
rituel-video,provenance,fr,"Filmé à l’atelier de Rabat, mars 2026.",draft,
rituel-video,transcript,fr,"La grande tendance clean girl pour les nails, c’est la manucure japonaise. Par contre, il y a quelque chose que vous devez absolument savoir...",draft,
