component_slug,field_key,locale,value,status,notes
kit-faq,duree_pack__answer,ar,في الاستعمال اليومي، يصمد الكيت أربعة إلى خمسة أشهر. تفرغ Paste أوّلا، تليها Powder. المُلمِّع يدوم حوالي سنة. نُقدِّم تعبئات إضافية ابتداء من خريف 2026.,draft,
kit-faq,duree_pack__question,ar,كم من الوقت يدوم الكيت؟,draft,
kit-faq,expedition__answer,ar,الرباط: 24 ساعة. باقي المغرب: 48 إلى 72 ساعة. توصيل مجّاني. الخارج: ندرس كلّ وجهة، الإرسال عبر DHL مع تتبّع.,draft,
kit-faq,expedition__question,ar,ما هي مدد التوصيل؟,draft,
kit-faq,frequence__answer,ar,كلّ مساء إن استطعتِ، في خمس دقائق. إن تخطّيتِ يوما، لا مشكلة: الدار تستقبل التوقّف كما تستقبل العودة.,draft,
kit-faq,frequence__question,ar,ما هو إيقاع التطبيق؟,draft,
kit-faq,grossesse__answer,ar,كلّ الصيغ دون مذيبات متطايرة، دون فثالات، دون تولوين. ننصح بالحوار مع طبيبتك: العناية تُبنى بالثقة.,draft,
kit-faq,grossesse__question,ar,هل تناسب الطقوس فترة الحمل؟,draft,
kit-faq,retours__answer,ar,نعم، خلال ثلاثين يوما، حتى المفتوح. تكتبين لنا سطرين على info@femiglow-maroc.com، نسترجع الكيت. الاسترداد خلال خمسة أيام عمل.,draft,
kit-faq,retours__question,ar,هل أستطيع إرجاع الكيت؟,draft,
kit-faq,section__description,ar,الأجوبة قصيرة، دقيقة، قابلة للتحقّق. إن غاب سؤال، اكتبي لنا: سنُضيفه.,draft,
kit-faq,section__kicker,ar,أسئلة,draft,
kit-faq,section__title,ar,الأسئلة التي تصلنا.,draft,
kit-hands,description,ar,صور غير معدّلة، مأخوذة عند مَن جرّبن بعد أشهر من الطقوس. اللوحة تستعيد عروقها، دون وصفة سحرية.,draft,
kit-hands,kicker,ar,ثلاث أيادٍ,draft,
kit-hands,title,ar,ثلاث أيادٍ، ثلاثة مواسم.,draft,
kit-hands-testimonials,amal__city,ar,الرباط,draft,
kit-hands-testimonials,amal__first_name,ar,أمل,draft,
kit-hands-testimonials,amal__initiee_depuis,ar,فبراير 2026,draft,
kit-hands-testimonials,amal__quote,ar,ثلاثة أشهر، واستعاد الظفر عروقه. كففتُ عن إجباره.,draft,
kit-hands-testimonials,lina__city,ar,الدار البيضاء,draft,
kit-hands-testimonials,lina__first_name,ar,لينا,draft,
kit-hands-testimonials,lina__quote,ar,خمس دقائق في المساء، أصبحت إشارة نهاية اليوم.,draft,
kit-hands-testimonials,sara__city,ar,مراكش,draft,
kit-hands-testimonials,sara__first_name,ar,سارة,draft,
kit-hands-testimonials,sara__quote,ar,لن أعود إلى الطلاء. اليد تكفي بذاتها.,draft,
kit-hero,cta_commander,ar,اطلبي الطقوس,draft,
kit-hero,kicker,ar,الطقوس,draft,
kit-hero,savings,ar,توفير {savings} MAD,draft,icu
kit-ingredients,section__description,ar,كلّ شيء مذكور: أسماء الاستعمال، INCI، الوظيفة، الأصل، التركيز. لا زوايا مظلمة، لا وعود مخفية وراء صيغة.,draft,
kit-ingredients,section__kicker,ar,التفاصيل,draft,
kit-ingredients,section__title,ar,التركيبة مقروءة سطرا سطرا.,draft,
kit-metadata,description_fallback,ar,كيت FemiGlow — علبة مانيكور ياباني بحركتين. Paste بلون أخضر مريمي، Powder وردي ناعم ومُلمِّع Step 4 Polish & Shine. مدروس في الرباط من قِبَل فريقنا. دون طلاء، دون احتكاك. توصيل مجّاني في المغرب.,draft,
kit-metadata,og_alt,ar,كيت FemiGlow — Paste وPowder ومُلمِّع Step 4,draft,
kit-metadata,title_fallback,ar,كيت FemiGlow — مانيكور ياباني,draft,
kit-pack-visual,label_avis_clientes,ar,آراء الزبونات,draft,"drift voix: ""clientes"" vs ""initiées"" — voir review-notes 5.2"
kit-pack-visual,label_promesses,ar,وعود المنتج,draft,
kit-pivot-final,body,ar,تبدأ الطقوس حين تُقرِّرين. خمس دقائق في المساء، موسم، وتستعيد اللوحة إيقاعها.,draft,
kit-pivot-final,cta_secondary,ar,تابعي القراءة,draft,
kit-pivot-final,kicker,ar,اللمسة,draft,
kit-pivot-final,title,ar,ضعي اللمسة.,draft,
kit-product,description,ar,يجمع كيت FemiGlow علبتين — Paste مُملِّسة وPowder مُلمِّعة — ومُلمِّع Step 4 Polish & Shine. مانيكور ياباني، صيغ في الرباط من قِبَل فريقنا. دون طلاء. دون احتكاك. خمس دقائق كلّ يوم تكفي.,draft,
kit-product,image_alt_primary,ar,كيت FemiGlow مفتوح على خلفية باستيلية — علبة Paste خضراء مريمية، علبة Powder وردية ناعمة، مُلمِّع Step 4 أزرق سماوي، موجة وردية ناعمة، حرف FemiGlow,draft,
kit-product,image_alt_secondary,ar,أيادٍ بأظافر طبيعية، قصيرة إلى متوسّطة، لامعة بطبيعتها بعد طقوس Paste-Powder-Polish,draft,
kit-product,name,ar,كيت FemiGlow,draft,drift: Pack vs Kit — voir review-notes 1.3
kit-product,pack_image_alt,ar,كيت FemiGlow — Paste وPowder ومُلمِّع Step 4، موضوعة على خلفية كريمية,draft,
kit-product,shipping_estimate,ar,الرباط: 24 ساعة. المغرب: 48 إلى 72 ساعة. توصيل مجّاني.,draft,
kit-product,tagline,ar,مانيكور ياباني. حركتان، مُلمِّع، إشراقة.,draft,
kit-product-feed,claims__agressif__detail,ar,لا أسيتون، لا فثالات، لا تولوين — اللوحة تتنفّس.,draft,
kit-product-feed,claims__agressif__label,ar,دون موادّ كيميائية عدوانية,draft,
kit-product-feed,claims__eclatants__detail,ar,كيراتين مُعزَّز ولمعان مصقول بمُلمِّع Step 4.,draft,
kit-product-feed,claims__eclatants__label,ar,لأظافر قويّة ومُشرقة,draft,
kit-product-feed,claims__naturel__detail,ar,شمع نحل، جوجوبا، كاولين، بودرة أرزّ — مانيكور ياباني.,draft,
kit-product-feed,claims__naturel__label,ar,مكوّنات من أصل طبيعي,draft,
kit-product-feed,compare_at_aria,ar,السعر دون تعبئة {price},draft,icu
kit-product-feed,hero__cta_label,ar,اطلبي الطقوس,draft,
kit-product-feed,hero__cta_microcopy,ar,Paste · Powder · مُلمِّع Step 4 مشمولان · توصيل مجّاني في المغرب · الدفع عند الاستلام · إرجاع خلال 30 يوما.,draft,
kit-product-feed,hero__kicker,ar,الكيت,draft,
kit-product-feed,hero__lead,ar,ثلاثة أغراض في اليد، حركتان في المساء. Paste تُغلِّف، Powder تُلمِّع، مُلمِّع Step 4 يكشف — مانيكور ياباني، مدروس في الرباط.,draft,
kit-product-feed,hero__price_prefix,ar,كلّ شيء مشمول:,draft,
kit-product-feed,hero__title,ar,تستقرّ الطقوس بحركتين ومُلمِّع.,draft,
kit-product-feed,social_proof__count_label_geo,ar,{count} دار في فرنسا,draft,icu; drift: maisons en France — voir review-notes 1.1
kit-product-feed,social_proof__fallback_author,ar,لينا، الرباط,draft,
kit-product-feed,social_proof__fallback_quote,ar,خمس دقائق في المساء، أصبحت إشارة نهاية اليوم.,draft,
kit-product-feed,steps__header__kicker,ar,الإجمالي,draft,
kit-product-feed,steps__header__lead,ar,أربع حركات بطيئة، مرّة في الأسبوع.,draft,drift: Quatre gestes hebdo — voir review-notes 1.2 & 1.7
kit-product-feed,steps__header__total_duration,ar,5 دقائق في المساء,draft,drift: 5 min vs hebdo — voir review-notes 1.7
kit-product-feed,steps__paste__description,ar,حبّة بحجم البندقة من Paste الخضراء المريمية، المُلمِّع ينزلق، الشمع يدخل الكيراتين.,draft,
kit-product-feed,steps__paste__duration,ar,دقيقة,draft,
kit-product-feed,steps__paste__kicker,ar,الحركة 1,draft,
kit-product-feed,steps__paste__title,ar,ضعي Paste,draft,
kit-product-feed,steps__post_cta__label,ar,ابدئي الطقوس,draft,
kit-product-feed,steps__powder__description,ar,نضع Powder الوردية الناعمة، نُلمِّع ببطء، يعود الضوء إلى السطح.,draft,
kit-product-feed,steps__powder__duration,ar,دقيقتان,draft,
kit-product-feed,steps__powder__kicker,ar,الحركة 2,draft,
kit-product-feed,steps__powder__title,ar,ضعي Powder,draft,
kit-product-feed,steps__preparation__description,ar,ننظّف، نُجفِّف، نُبرِّد قليلا — تنفتح اللوحة للعناية.,draft,
kit-product-feed,steps__preparation__duration,ar,30 ث,draft,
kit-product-feed,steps__preparation__kicker,ar,التحضير,draft,
kit-product-feed,steps__preparation__title,ar,حضّري أظافرك,draft,
kit-product-feed,steps__step4__badge_result,ar,النتيجة,draft,
kit-product-feed,steps__step4__description,ar,ننهي بالمُلمِّع الأزرق السماوي — الظفر يصبح كالمرآة، دون طلاء، دون احتكاك.,draft,
kit-product-feed,steps__step4__duration,ar,دقيقة,draft,
kit-product-feed,steps__step4__kicker,ar,مُلمِّع Step 4,draft,
kit-product-feed,steps__step4__title,ar,Polish & Shine,draft,
kit-product-feed,value__livraison,ar,التوصيل في المغرب,draft,
kit-product-feed,value__notice,ar,دليل الطقوس + بطاقة,draft,
kit-product-feed,value__notice_offert,ar,مُهداة,draft,
kit-product-feed,value__paste,ar,1 Paste · 30 مل,draft,
kit-product-feed,value__polissoir,ar,مُلمِّع 4 مناطق,draft,
kit-product-feed,value__powder,ar,2 Powder · 30 غ,draft,
kit-reassurances,payment__detail,ar,تحقّقي قبل الدفع,draft,
kit-reassurances,payment__label,ar,الدفع عند الاستلام,draft,
kit-reassurances,return__detail,ar,حتى المفتوح,draft,
kit-reassurances,return__label,ar,إرجاع خلال 30 يوما,draft,
kit-reassurances,shipping__detail,ar,الرباط 24 ساعة — المغرب 48 إلى 72 ساعة,draft,
kit-reassurances,shipping__label,ar,توصيل مجّاني,draft,
maison-atelier,adresse,ar,25 مكرر شارع باتريس لومومبا,draft,
maison-atelier,description_1,ar,تتألّف الورشة من غرفتين هادئتين: طاولة عمل واضحة، مكتبة بأعمال تقنية ودفاتر، عيّنات موادّ مُرتَّبة بحسب الموسم.,draft,
maison-atelier,description_2,ar,نُركِّب هناك بكمّيات صغيرة. تستقبل مؤسِّستنا بموعد، يومَي الثلاثاء والخميس، للتكوينات والاستشارات.,draft,
maison-atelier,gallery_label,ar,اعرضي الصورة: {alt},draft,icu
maison-atelier,quartier,ar,الرباط,draft,
maison-atelier,section__kicker,ar,الورشة,draft,
maison-atelier,section__title,ar,الرباط، غرفتان هادئتان.,draft,
maison-crosslinks,journal__kicker,ar,المجلّة,draft,
maison-crosslinks,journal__titre,ar,المجلّة,draft,
maison-crosslinks,kit__kicker,ar,الكيت,draft,
maison-crosslinks,kit__titre,ar,تصفّحي الكيت,draft,
maison-crosslinks,rituel__kicker,ar,الطقوس,draft,
maison-crosslinks,rituel__titre,ar,اقرئي الطقوس,draft,
maison-engagements,halal__description,ar,كلّ مادّة متتبَّعة. مُصنِّعنا مُدقَّق من قِبَل Halal Cosmetics Council. الشارة على كلّ علبة وعلى المُلمِّع.,draft,
maison-engagements,halal__titre,ar,شهادة حلال,draft,
maison-engagements,local__description,ar,يُعبَّأ، يُملصَق، يُرسَل من الرباط. حين يكون ممكنا، نُبقي السلسلة قصيرة.,draft,
maison-engagements,local__titre,ar,محلّي,draft,
maison-engagements,rituel__description,ar,كلّ شيء مُعاير لخمس دقائق في المساء. أقصر من ذلك تجميل عاديّ. أطول من ذلك عبء.,draft,
maison-engagements,rituel__titre,ar,طقوس بطيئة,draft,
maison-engagements,section__kicker,ar,الالتزامات الستّة,draft,
maison-engagements,section__title,ar,ستّة سطور لا تتغيّر.,draft,
maison-engagements,sourcing__description,ar,كلّ مادّة متتبَّعة حتى ورشة أصلها. لا وسيط مجهول.,draft,
maison-engagements,sourcing__titre,ar,تزوّد مباشر,draft,
maison-engagements,transmission__description,ar,يُكوِّن فريقنا بانتظام مُجمِّلات ومُركِّبات في المانيكور الياباني، في ورشة الرباط.,draft,
maison-engagements,transmission__titre,ar,نقل,draft,
maison-engagements,vernis__description,ar,لا راتنج بلاستيكي، لا مذيب قويّ. العناية تظهر على الظفر، لا في الهواء.,draft,
maison-engagements,vernis__titre,ar,دون طلاء,draft,
maison-fondatrice,kicker,ar,المؤسِّسة,draft,
maison-fondatrice,paragraph_1,ar,تحمل مؤسِّستنا ماستر في علم الأحياء. تابعت تكوينات متخصّصة عدّة في صناعة مستحضرات التجميل. قبل FemiGlow، أحرَزَت عدّة علامات للعناية الطبيعية — وعلّمتها كلّ منها شيئا عن الحركة، المادّة، التتبّع.,draft,
maison-fondatrice,paragraph_2,ar,تُؤطِّر اليوم تكوينات في ورشة الرباط، مفتوحة للمُركِّبات المغربيات الشابات. FemiGlow هي دارها الأكثر بطئا.,draft,
maison-fondatrice,titre,ar,مؤسِّستنا، بيولوجية ومُركِّبة.,draft,
maison-hero,cta_label,ar,اكتشفي الورشة →,draft,
maison-hero,kicker,ar,الدار,draft,
maison-hero,subtitle,ar,دار للعناية بالأظافر، مُحرَّرة في الرباط. بطيئة، منتبهة، تقع في 25 مكرر شارع باتريس لومومبا.,draft,
maison-hero,title,ar,دار الإشراق.,draft,
maison-matieres,cire__nom,ar,شمع النحل,draft,
maison-matieres,cire__origine,ar,يُجمَع في سوس، بشراكة مع تعاونية عائلية.,draft,
maison-matieres,cire__pourquoi,ar,يُليِّن طوق الظفر ويُمسك Paste دون أن يُصلِّبها.,draft,
maison-matieres,jojoba__nom,ar,زيت الجوجوبا,draft,
maison-matieres,jojoba__origine,ar,يُضغَط على البارد في سوس-ماسة، قطاع مغربي.,draft,
maison-matieres,jojoba__pourquoi,ar,شمع سائل يحاكي الزهم الجلدي — يُغذِّي دون دهنية.,draft,
maison-matieres,kaolin__nom,ar,كاولين مُلمِّع,draft,
maison-matieres,kaolin__origine,ar,طين معدني مغربي، محجر مراكش.,draft,
maison-matieres,kaolin__pourquoi,ar,يُلمِّع الظفر دون أن يُجفِّفه — هو من يُنشِّط مُلمِّع Step 4.,draft,
maison-matieres,riz__nom,ar,بودرة الأرزّ,draft,
maison-matieres,riz__origine,ar,زراعات بيولوجية من آسيا، قطاع متتبَّع.,draft,
maison-matieres,riz__pourquoi,ar,ماصّ لطيف — هي من تمنح Powder لمستها المطفأة قبيل اللمعان.,draft,
maison-matieres,section__kicker,ar,الموادّ,draft,
maison-matieres,section__title,ar,أربع موادّ، مختارة واحدة واحدة.,draft,
maison-metadata,description,ar,FemiGlow، دار العناية بالأظافر مُحرَّرة في الرباط من قِبَل مؤسِّستنا، بيولوجية ومُركِّبة. الأصل، الورشة في 25 مكرر شارع باتريس لومومبا، الموادّ، الالتزامات الحلال والمحلّية.,draft,
maison-metadata,og_alt,ar,FemiGlow — الدار,draft,
maison-metadata,og_description,ar,دار العناية بالأظافر، مُحرَّرة في الرباط. مانيكور ياباني حلال.,draft,
maison-metadata,og_title,ar,دار FemiGlow — الرباط,draft,
maison-metadata,title,ar,الدار — الرباط,draft,
maison-origine,kicker,ar,الأصل,draft,
maison-origine,paragraph_1,ar,وُلدت FemiGlow من ملاحظة بسيطة: تصمد الأظافر حين نمنحها الوقت الذي تطلبه. لا أكثر، لا أقلّ. خمس دقائق في المساء، حركتان مدروستان ومُلمِّع.,draft,
maison-origine,paragraph_2,ar,تشكّلت الفكرة في الرباط، في ورشة بشارع باتريس لومومبا حيث يسقط الضوء قبيل السادسة مساءً. ثلاث حِرَف جلست حول طاولة: التركيب، المادّة، الكتابة. قناعة واحدة — الجمال البطيء انتباه، لا أداء.,draft,
maison-origine,paragraph_3,ar,مؤسِّستنا بيولوجية. تابعت تكوينات عدّة في صناعة مستحضرات التجميل قبل أن تُحرِّر علاماتها الأولى للعناية الطبيعية. اليوم، تُؤطِّر تكوينات في الورشة ذاتها حيث تُصمَّم FemiGlow. الطقوس ليست اكتشافا — بل نقل.,draft,
maison-origine,titre,ar,انتباه نشأ من ملاحظة بسيطة.,draft,
rituel-hero,image_alt,ar,أيادٍ مستريحة على قطعة كتّان فاتحة، ضوء مائل في نهاية الصباح,draft,
rituel-hero,kicker,ar,الطقوس,draft,
rituel-hero,subtitle,ar,طريقة بطيئة، مرويّة في الرباط.,draft,
rituel-hero,title,ar,مانيكور ياباني. حركتان. إشراقة بطيئة.,draft,
rituel-howto,description,ar,حركتان ومُلمِّع في خمس دقائق للعناية البطيئة بالأظافر، مشروحة خطوة بخطوة — مانيكور ياباني حلال.,draft,
rituel-howto,name,ar,طقوس FemiGlow,draft,
rituel-interview,introduction,ar,وضعت مؤسِّستنا ورشتها في 25 مكرر شارع باتريس لومومبا، بالرباط. هناك تُركِّب، وهناك تُعلِّم — تمرّ علامات أخرى من العناية الطبيعية بين يديها. سألناها كيف تُعلَّم الطقوس.,draft,
rituel-interview,nom_interviewee,ar,مؤسِّستنا,draft,anonymisation: Notre fondatrice — voir review-notes 1.4
rituel-interview,q1__question,ar,أنتِ بيولوجية بالتكوين. لماذا اخترتِ الحركة بدلا من المختبر؟,draft,
rituel-interview,q1__reponse,ar,علّمني المختبر INCI. علّمتني الحركة الصبر. الاثنان يكمّلان بعضهما — وهذا ما أنقله في تكويناتي بالرباط.,draft,
rituel-interview,q2__question,ar,لماذا المانيكور الياباني؟,draft,
rituel-interview,q2__reponse,ar,لأنّه لا يغشّ. يكشف بدل أن يُغطِّي. الطلاء يُلوِّن — الطقوس تُلمِّع.,draft,
rituel-interview,q3__question,ar,ماذا يُغيِّر الحلال في تركيبة ما؟,draft,
rituel-interview,q3__reponse,ar,كلّ شيء. أصل الموادّ، التتبّع، غياب الكحول المُحوَّل، غياب الجيلاتين الحيواني. ليس حجّة تسويقية — بل مرجعية صناعة.,draft,
rituel-interview,q4__question,ar,خمس دقائق في اليوم، قليل. لماذا ليس أكثر؟,draft,
rituel-interview,q4__reponse,ar,"لأنّ الظفر ينمو 0,1 ملم في اليوم. خمس دقائق تكفي لمرافقته. أكثر من ذلك لا فائدة. أقلّ من ذلك خيانة.",draft,
rituel-interview,q5__question,ar,بِمَ تنصحين مَن تبدأ؟,draft,
rituel-interview,q5__reponse,ar,ابدئي بـPaste. لأسبوع، لا شيء غيرها. ستَرَين ما تقوله لكِ أظافرك. المُلمِّع يأتي بعد ذلك.,draft,
rituel-interview,section__kicker,ar,محادثة,draft,
rituel-journal-cross,kicker,ar,للمزيد,draft,
rituel-journal-cross,title,ar,ثلاث قراءات من الدار.,draft,
rituel-metadata,description,ar,أصل ياباني، علوم العناية، حوار مع مؤسِّستنا في الرباط. طقوس FemiGlow مرويّة دون استعجال.,draft,
rituel-metadata,og_description,ar,حركتان، مُلمِّع، طريقة بطيئة، مرويّة في الرباط.,draft,
rituel-metadata,og_title,ar,طقوس FemiGlow,draft,
rituel-metadata,title,ar,الطقوس — مانيكور ياباني حلال، حركتان,draft,
rituel-origine,kicker,ar,الأصل,draft,
rituel-origine,paragraph_1,ar,في اليابان، العناية باليد ليست منتجا: هي انتباه يومي، بطيء، دون إعلان. المانيكور الياباني — المعروف أيضا بـ«kawaii» أو «chigiri» — يعود إلى مطلع القرن العشرين. يكشف اللمعان الطبيعي للظفر بالتلميع، دون طلاء.,draft,
rituel-origine,paragraph_2,ar,نقلت مؤسِّستنا هذه الحركة من رحلة تكوين. أعادت كتابتها في مرجعية مغربية: موادّ محلّية، شهادة حلال، ورشة في 25 مكرر شارع باتريس لومومبا، بالرباط.,draft,
rituel-origine,paragraph_3,ar,النتيجة تتّسع في خمس دقائق يوميا. لا وعد، لا كور. عادة تستقرّ، كما توضع كأس على طاولة خشب.,draft,
rituel-origine,titre,ar,انتباه قادم من اليابان، مُنقَل إلى الرباط.,draft,
rituel-pivot,cta_label,ar,استلمي الكيت — 199 درهم,draft,
rituel-pivot,phrase,ar,الآن وقد عرفتِ. استلمي الكيت.,draft,
rituel-sciences,essai__cire__paragraphe,ar,يُغلِّف اللوحة دون أن يخنقها. لاحظت دراسة سريرية على 12 أسبوعا تراجعا في التشقّقات الدقيقة الظهرية لدى المعرّضين للبرد الجافّ¹.,draft,
rituel-sciences,essai__cire__titre,ar,شمع النحل,draft,
rituel-sciences,essai__halal__paragraphe,ar,تتبّع الموادّ، غياب الكحول المُحوَّل، غياب المشتقّات الحيوانية غير المطابقة. الشارة تتبع تدقيقا من Halal Cosmetics Council³.,draft,
rituel-sciences,essai__halal__titre,ar,المرجعية الحلال,draft,
rituel-sciences,essai__kaolin__paragraphe,ar,طين أبيض لطيف. حين تُملَّس اللوحة، لا يحفر مُلمِّع Step 4 — بل يكشف اللمعان الطبيعي للكيراتين².,draft,
rituel-sciences,essai__kaolin__titre,ar,الكاولين المُلمِّع,draft,
rituel-sciences,section__kicker,ar,علوم العناية,draft,
rituel-sciences,source_1,ar,Tanaka H. (2021). Beeswax-based barrier creams in cold-induced nail fragility. Journal of Cosmetic Dermatology 20(4).,draft,
rituel-sciences,source_2,ar,Benyahia L. (2019). Kaolin clay polishing in non-invasive nail care. Annales de Dermatologie et de Vénéréologie 146(8).,draft,
rituel-sciences,source_3,ar,Halal Cosmetics Council (2023). Standards for halal cosmetic ingredient sourcing and certification — public framework.,draft,
rituel-sciences,title,ar,ثلاث موادّ، ثلاثة استعمالات.,draft,
rituel-video,chapter__paste,ar,Paste,draft,
rituel-video,chapter__polissage,ar,تلميع,draft,
rituel-video,chapter__powder,ar,Powder,draft,
rituel-video,chapter__step4,ar,Step 4,draft,
rituel-video,duration_display,ar,90″,draft,
rituel-video,provenance,ar,صُوِّر في ورشة الرباط، مارس 2026.,draft,
rituel-video,transcript,ar,الموضة الكبرى clean girl للأظافر هي المانيكور الياباني. لكن، هناك شيء يجب أن تعرفيه قطعا...,draft,
