component_slug,field_key,locale,value,status,notes
kit-product-feed,steps__header__kicker,en,In total,draft,
kit-product-feed,steps__header__lead,en,"Four slow gestures, once a week.",draft,drift: Quatre gestes hebdo — voir review-notes 1.2 & 1.7
kit-product-feed,steps__header__total_duration,en,5 minutes in the evening,draft,drift: 5 min vs hebdo — voir review-notes 1.7
kit-product-feed,steps__paste__description,en,"A dab of sage green paste, the buffer glides, the wax enters the keratin.",draft,
kit-product-feed,steps__paste__duration,en,1 min,draft,
kit-product-feed,steps__paste__kicker,en,Gesture 1,draft,
kit-product-feed,steps__paste__title,en,Apply the paste,draft,
kit-product-feed,steps__post_cta__label,en,Start the ritual,draft,
kit-product-feed,steps__powder__description,en,"Set the powdered rose powder, polish slowly, light returns to the surface.",draft,
kit-product-feed,steps__powder__duration,en,2 min,draft,
kit-product-feed,steps__powder__kicker,en,Gesture 2,draft,
kit-product-feed,steps__powder__title,en,Apply the powder,draft,
kit-product-feed,steps__preparation__description,en,"Cleanse, dry, file lightly — the plate opens to care.",draft,
kit-product-feed,steps__preparation__duration,en,30 s,draft,
kit-product-feed,steps__preparation__kicker,en,Preparation,draft,
kit-product-feed,steps__preparation__title,en,Prepare your nails,draft,
kit-product-feed,steps__step4__badge_result,en,Result,draft,
kit-product-feed,steps__step4__description,en,"Finish with the sky blue buffer — the nail becomes a mirror, no polish, no abrasion.",draft,
kit-product-feed,steps__step4__duration,en,1 min,draft,
kit-product-feed,steps__step4__kicker,en,Step 4 buffer,draft,
kit-product-feed,steps__step4__title,en,Polish & Shine,draft,
kit-product-feed,value__livraison,en,Shipping in Morocco,draft,
kit-product-feed,value__notice,en,Ritual guide + card,draft,
kit-product-feed,value__notice_offert,en,included,draft,
kit-product-feed,value__paste,en,1 Paste · 30 ml,draft,
kit-product-feed,value__polissoir,en,Buffer 4 zones,draft,
kit-product-feed,value__powder,en,2 Powder · 30 g,draft,
kit-reassurances,payment__detail,en,Inspect before you pay,draft,
kit-reassurances,payment__label,en,Cash on delivery,draft,
kit-reassurances,return__detail,en,Even opened,draft,
kit-reassurances,return__label,en,30-day return,draft,
kit-reassurances,shipping__detail,en,Rabat 24 h — Morocco 48 to 72 h,draft,
kit-reassurances,shipping__label,en,Free shipping,draft,
maison-atelier,adresse,en,25 bis avenue Patrice Lumumba,draft,
maison-atelier,description_1,en,"The atelier fits in two quiet rooms: a clear worktop, a library of technical books and notebooks, material samples arranged by season.",draft,
maison-atelier,description_2,en,"We formulate here in small batches. Our founder receives by appointment, on Tuesdays and Thursdays, for workshops and consultations.",draft,
maison-atelier,gallery_label,en,View the photograph: {alt},draft,icu
maison-atelier,quartier,en,Rabat,draft,
maison-atelier,section__kicker,en,The atelier,draft,
maison-atelier,section__title,en,"Rabat, two quiet rooms.",draft,
maison-crosslinks,journal__kicker,en,The journal,draft,
maison-crosslinks,journal__titre,en,The journal,draft,
maison-crosslinks,kit__kicker,en,The pack,draft,
maison-crosslinks,kit__titre,en,See the pack,draft,
maison-crosslinks,rituel__kicker,en,The ritual,draft,
maison-crosslinks,rituel__titre,en,Read the ritual,draft,
maison-engagements,halal__description,en,Each material is traced. Our manufacturer is audited by the Halal Cosmetics Council. The label appears on every jar and on the buffer.,draft,
maison-engagements,halal__titre,en,Halal certification,draft,
maison-engagements,local__description,en,"Bottled, labelled, shipped from Rabat. When possible, we keep the chain short.",draft,
maison-engagements,local__titre,en,Local,draft,
maison-engagements,rituel__description,en,"Everything is calibrated for five minutes in the evening. Shorter, it becomes cosmetics. Longer, it becomes a chore.",draft,
maison-engagements,rituel__titre,en,Slow ritual,draft,
maison-engagements,section__kicker,en,The six commitments,draft,
maison-engagements,section__title,en,Six lines that do not move.,draft,
maison-engagements,sourcing__description,en,Each material is traced back to its origin atelier. No anonymous intermediary.,draft,
maison-engagements,sourcing__titre,en,Direct sourcing,draft,
maison-engagements,transmission__description,en,"Our team regularly trains beauty professionals and formulators in the Japanese manicure, at the Rabat atelier.",draft,
maison-engagements,transmission__titre,en,Transmission,draft,
maison-engagements,vernis__description,en,"No plastic resin, no strong solvent. The care shows on the nail, not in the air.",draft,
maison-engagements,vernis__titre,en,Without polish,draft,
maison-fondatrice,kicker,en,The founder,draft,
maison-fondatrice,paragraph_1,en,"Our founder holds a master's degree in biology. She trained in cosmetic product manufacturing across several specialised courses. Before FemiGlow, she edited several natural skincare lines — each one taught her something about the gesture, the material, the traceability.",draft,
maison-fondatrice,paragraph_2,en,"She now runs workshops in the Rabat atelier, open to young Moroccan formulators. FemiGlow is her slowest maison.",draft,
maison-fondatrice,titre,en,"Our founder, biologist and formulator.",draft,
maison-hero,cta_label,en,Discover the atelier →,draft,
maison-hero,kicker,en,The maison,draft,
maison-hero,subtitle,en,"A maison of nail care, edited in Rabat. Slow, attentive, set at 25 bis avenue Patrice Lumumba.",draft,
maison-hero,title,en,The maison of quiet glow.,draft,
maison-matieres,cire__nom,en,Beeswax,draft,
maison-matieres,cire__origine,en,"Harvested in the Souss, in partnership with a family cooperative.",draft,
maison-matieres,cire__pourquoi,en,Softens the seating of the nail and holds the paste without stiffening it.,draft,
maison-matieres,jojoba__nom,en,Jojoba oil,draft,
maison-matieres,jojoba__origine,en,"Cold-pressed in Souss-Massa, Moroccan supply chain.",draft,
maison-matieres,jojoba__pourquoi,en,Liquid wax that mimics the skin's sebum — nourishes without leaving a film.,draft,
maison-matieres,kaolin__nom,en,Polishing kaolin,draft,
maison-matieres,kaolin__origine,en,"Moroccan mining clay, quarry in Marrakech.",draft,
maison-matieres,kaolin__pourquoi,en,Polishes the nail without drying it — this is what brings the Step 4 buffer to life.,draft,
maison-matieres,riz__nom,en,Rice powder,draft,
maison-matieres,riz__origine,en,"Organic crops from Asia, traced supply chain.",draft,
maison-matieres,riz__pourquoi,en,"A gentle absorbent — this is what gives the powder its matte finish, just before the shine.",draft,
maison-matieres,section__kicker,en,The materials,draft,
maison-matieres,section__title,en,"Four materials, chosen one by one.",draft,
maison-metadata,description,en,"FemiGlow, maison of nail care edited in Rabat by our founder, a biologist and formulator. The origin, the atelier at 25 bis avenue Patrice Lumumba, the materials, the halal and local commitments.",draft,
maison-metadata,og_alt,en,FemiGlow — The maison,draft,
maison-metadata,og_description,en,"Maison of nail care, edited in Rabat. Halal Japanese manicure.",draft,
maison-metadata,og_title,en,Maison FemiGlow — Rabat,draft,
maison-metadata,title,en,The maison — Rabat,draft,
maison-origine,kicker,en,The origin,draft,
maison-origine,paragraph_1,en,"FemiGlow was born of a simple observation: nails hold when given the time they ask for. No more, no less. Five minutes in the evening, two measured gestures and a buffer.",draft,
maison-origine,paragraph_2,en,"The idea took shape in Rabat, in an atelier on avenue Patrice Lumumba where the light falls just before 6 PM. Three crafts sat around a table: formulation, materials, writing. One conviction — slow beauty is an attention, never a performance.",draft,
maison-origine,paragraph_3,en,"Our founder is a biologist. She trained in cosmetic manufacturing before editing her first natural skincare lines. Today, she runs workshops in the same atelier where FemiGlow is designed. The ritual is not a discovery — it is a transmission.",draft,
maison-origine,titre,en,An attention born of a simple observation.,draft,
rituel-hero,image_alt,en,"Hands at rest on a pale linen sheet, oblique late-morning light",draft,
rituel-hero,kicker,en,The ritual,draft,
rituel-hero,subtitle,en,"A slow method, told in Rabat.",draft,
rituel-hero,title,en,Japanese manicure. Two gestures. A slow glow.,draft,
rituel-howto,description,en,"Two gestures and a buffer in five minutes for slow nail care, explained step by step — halal Japanese manicure.",draft,
rituel-howto,name,en,The FemiGlow ritual,draft,
rituel-interview,introduction,en,"our founder set her atelier at 25 bis avenue Patrice Lumumba, in Rabat. She formulates there, and she teaches there — other natural cosmetics lines pass through her hands. We asked her how the ritual is taught.",draft,
rituel-interview,nom_interviewee,en,Our founder,draft,anonymisation: Notre fondatrice — voir review-notes 1.4
rituel-interview,q1__question,en,You are a biologist by training. Why choose the gesture over the laboratory?,draft,
rituel-interview,q1__reponse,en,The laboratory taught me INCI. The gesture taught me patience. The two complete each other — and that is what I pass on in my workshops in Rabat.,draft,
rituel-interview,q2__question,en,Why the Japanese manicure?,draft,
rituel-interview,q2__reponse,en,Because it does not cheat. It reveals rather than covers. Polish colours — the ritual polishes.,draft,
rituel-interview,q3__question,en,What does halal change in a formulation?,draft,
rituel-interview,q3__reponse,en,"Everything. Origin of the materials, traceability, no denatured alcohol, no animal gelatin. It is not a marketing argument — it is a manufacturing framework.",draft,
rituel-interview,q4__question,en,Five minutes a day is little. Why not more?,draft,
rituel-interview,q4__reponse,en,Because the nail grows 0.1 mm a day. Five minutes is enough to keep pace. More would be useless. Less would be unfaithful.,draft,
rituel-interview,q5__question,en,What would you advise an initiate who is starting?,draft,
rituel-interview,q5__reponse,en,"Begin with the paste. For a week, nothing else. You will see what your nails are telling you. The buffer comes next.",draft,
rituel-interview,section__kicker,en,Conversation,draft,
rituel-journal-cross,kicker,en,To go further,draft,
rituel-journal-cross,title,en,Three readings from the maison.,draft,
rituel-metadata,description,en,"Japanese origin, the science of care, an interview with our founder in Rabat. The FemiGlow ritual told without haste.",draft,
rituel-metadata,og_description,en,"Two gestures, one buffer, a slow method, told in Rabat.",draft,
rituel-metadata,og_title,en,The FemiGlow ritual,draft,
rituel-metadata,title,en,"The ritual — halal Japanese manicure, two gestures",draft,
rituel-origine,kicker,en,Origin,draft,
rituel-origine,paragraph_1,en,"In Japan, the care of the hand is not a product: it is a daily attention, slow, without declaration. The Japanese manicure — also known as kawaii or chigiri — dates back to the early 20th century. It reveals the natural shine of the nail through buffing, without polish.",draft,
rituel-origine,paragraph_2,en,"Our founder brought this gesture back from a training trip. She set it within a Moroccan framework: local materials, halal certification, atelier at 25 bis avenue Patrice Lumumba, in Rabat.",draft,
rituel-origine,paragraph_3,en,"The result fits in five minutes a day. No promises, no cure. A habit that settles in, as one sets a cup on a wooden table.",draft,
rituel-origine,titre,en,"An attention from Japan, passed on in Rabat.",draft,
rituel-pivot,cta_label,en,Receive the pack — 199 MAD,draft,
rituel-pivot,phrase,en,Now that you know. Receive the pack.,draft,
rituel-sciences,essai__cire__paragraphe,en,Films the nail plate without sealing it. A 12-week clinical study observed a reduction in dorsal microfissures in subjects exposed to dry cold¹.,draft,
rituel-sciences,essai__cire__titre,en,Beeswax,draft,
rituel-sciences,essai__halal__paragraphe,en,"Material traceability, no denatured alcohol, no non-compliant animal derivatives. The label follows an audit by the Halal Cosmetics Council³.",draft,
rituel-sciences,essai__halal__titre,en,The halal framework,draft,
rituel-sciences,essai__kaolin__paragraphe,en,"A soft white clay. When the nail is smoothed, the Step 4 buffer does not score — it reveals the natural shine of the keratin².",draft,
rituel-sciences,essai__kaolin__titre,en,Polishing kaolin,draft,
rituel-sciences,section__kicker,en,The science of care,draft,
rituel-sciences,source_1,en,Tanaka H. (2021). Beeswax-based barrier creams in cold-induced nail fragility. Journal of Cosmetic Dermatology 20(4).,draft,
rituel-sciences,source_2,en,Benyahia L. (2019). Kaolin clay polishing in non-invasive nail care. Annales de Dermatologie et de Vénéréologie 146(8).,draft,
rituel-sciences,source_3,en,Halal Cosmetics Council (2023). Standards for halal cosmetic ingredient sourcing and certification — public framework.,draft,
rituel-sciences,title,en,"Three materials, three uses.",draft,
rituel-video,chapter__paste,en,Paste,draft,
rituel-video,chapter__polissage,en,Buffing,draft,
rituel-video,chapter__powder,en,Powder,draft,
rituel-video,chapter__step4,en,Step 4,draft,
rituel-video,duration_display,en,90″,draft,
rituel-video,provenance,en,"Filmed in the Rabat atelier, March 2026.",draft,
rituel-video,transcript,en,The big clean-girl trend for nails is the Japanese manicure. But there is something you need to know first…,draft,
